Date,Activity,Duration,Case Number
6/15/2025,Review file for Court,0.1,24CR246552-910; 24CR279062-910
6/15/2025,Review file for Court,0.1,24CR489900-910
6/15/2025,Review file for Court,0.1,24CR469624-910
6/15/2025,Review file for Court,0.3,24CR439437-910
6/16/2025,Text with Client,0.1,25CR020080-910
6/16/2025,DRAFTING,0.5,24CR055024-910
6/16/2025,Text with Client,0.1,25CR288529-910
6/16/2025,Text with Client,0.2,24CR346563-910
6/16/2025,Text with Client,0.2,25CR213776-910
6/16/2025,INDICTMENT,0.2,24CR371038-910
6/16/2025,INDICTMENT,0.2,24CR475585-910
6/16/2025,INDICTMENT,0.2,24CR448200-910
6/16/2025,INDICTMENT,0.2,25CR204421-910
6/16/2025,INDICTMENT,0.2,25CR218672-910
6/16/2025,INDICTMENT,0.2,24CR470930-910
6/16/2025,INDICTMENT,0.2,25CR252057-910
6/16/2025,INDICTMENT,0.2,25CR240569-910
6/16/2025,INDICTMENT,0.2,25CR240573-910
6/16/2025,Create File/Intake,0.3,25CR012791-910
6/16/2025,CONFERENCE,0.2,25CR012791-910
6/16/2025,Create File/Intake,0.3,22CR205277-910
6/16/2025,Create File/Intake,0.3,22CR205278-910
6/16/2025,Court,1,25CR316292-910
6/16/2025,Court,1,25CR213698-910
6/16/2025,Court,1,24CR439437-910
6/16/2025,Court,1,24CR442057-910
6/16/2025,Review file for Court,0.2,25CR316882-910
6/16/2025,Create File/Intake,0.3,25CR333329-910
6/16/2025,Create File/Intake,0.3,25cr332434-910
6/16/2025,Create File/Intake,0.3,24CR477347-910
6/17/2025,Review file for Court,0.2,24CR371038-910
6/17/2025,Review file for Court,0.2,19CR218806-910
6/17/2025,Review file for Court,0.2,24CR247566-910
6/17/2025,Create File/Intake,0.3,24CR319211-910
6/18/2025,Create File/Intake,0.3,25CR024428-910
6/18/2025,Review file for Court,0.3,25CR287013-910
6/18/2025,Review file for Court,0.3,25CR270259-910
6/18/2025,Review file for Court,0.2,25cr313545-910
6/18/2025,Review file for Court,0.4,25CR320053-910
6/18/2025,Create File/Intake,0.3,25CR001348-910
6/18/2025,Create File/Intake,0.3,25CR330115-910
6/18/2025,Create File/Intake,0.3,25CR304800-910
6/18/2025,Create File/Intake,0.3,25CR249289-910
6/18/2025,Create File/Intake,0.1,24CR371029-910
6/19/2025,Court,1,25CR287013-910
6/19/2025,Court,1,25CR270259-910
6/19/2025,Court,1,24CR366814-910
6/19/2025,Review file for Court,0.2,24CR366814-910
6/19/2025,Court,1,25CR272795-910
6/19/2025,Review file for Court,0.2,25CR272795-910
6/19/2025,Court,1,25cr313545-910
6/19/2025,Review file for Court,0.2,24CR242133-910
6/19/2025,Review file for Court,0.2,25CR328488-910
6/19/2025,Review file for Court,0.2,24CR447226-910
6/19/2025,Review file for Court,0.2,25CR287975-910
6/19/2025,Court,1,25CR320053-910
6/19/2025,Review file for Court,0.3,25CR322979-910
6/19/2025,Create File/Intake,0.3,25CR275618-910
6/19/2025,Create File/Intake,0.3,25CR023257-910
6/19/2025,Create File/Intake,0.1,25CR296872-920
6/19/2025,Create File/Intake,0.3,25CR328722-910
6/19/2025,Create File/Intake,0.1,25CR318022-910
6/19/2025,Create File/Intake,0.1,24CR045692-910
6/20/2025,Text with Client,0.2,24CR037371-910
6/20/2025,Create File/Intake,0.3,25CR321400-910
6/20/2025,Create File/Intake,0.1,25CR321404-910
6/20/2025,Create File/Intake,0.3,25CR329674-910
6/21/2025,Create File/Intake,0.3,25CR008369-910
6/21/2025,Create File/Intake,0.3,24CR470789-910
6/21/2025,Create File/Intake,0.3,25CR336121-910
6/21/2025,Create File/Intake,0.3,25CR303184-910
6/21/2025,Create File/Intake,0.3,23CR456446-910
6/21/2025,Create File/Intake,0.2,25CR336690-910
6/21/2025,Create File/Intake,0.3,25CR320946-910
6/21/2025,Create File/Intake,0.3,25CR008169-910
6/21/2025,Create File/Intake,0.3,25R335865-910
6/21/2025,Create File/Intake,0.3,25CR332981-910
6/21/2025,Create File/Intake,0.3,25CR288514-910
6/21/2025,Create File/Intake,0.3,25CR345464-910
6/21/2025,Create File/Intake,0.3,25CR332967-910
6/22/2025,Review file for Court,0.3,24CR037371-910
6/22/2025,Review file for Court,0.3,24CR039511-910
6/22/2025,REVIEW FILE,0.1,24CR425893-910
6/22/2025,Review file for Court,0.3,24CR322199-910
6/22/2025,Review file for Court,0.3,21CR000635-910
6/22/2025,Review file for Court,0.3,24CR330919-910
6/22/2025,Review file for Court,0.1,24CR322537-910
6/22/2025,Review file for Court,0.5,25CR252057-910
6/22/2025,Review file for Court,0.4,24CR465679-910
6/22/2025,Review file for Court,0.6,25CR252201-910
6/22/2025,Review file for Court,0.1,24CR475585-910
6/22/2025,Review file for Court,0.1,24CR448200-910
6/22/2025,Review file for Court,0.1,24CR479082-910
6/22/2025,Review file for Court,0.1,24CR420514-910
6/22/2025,Review file for Court,0.1,22CR204367-910
6/22/2025,Review file for Court,0.1,24CR328912-910
6/22/2025,Review file for Court,0.1,24CR363562-910
6/22/2025,Review file for Court,0.1,25CR240573-910
6/22/2025,Review file for Court,0.2,24CR220167-910
6/22/2025,Review file for Court,0.1,25CR204421-910
6/22/2025,Review file for Court,0.2,24CR336549-910
6/22/2025,Review file for Court,0.3,25CR319687-910
6/22/2025,Review file for Court,0.2,24CR057118-910
6/22/2025,Review file for Court,0.2,24CR052726-910
6/22/2025,Review file for Court,0.2,24CR388946-910
6/22/2025,Review file for Court,0.2,25CR290194-910
6/23/2025,Text with Client,0.4,25CR012791-910
6/23/2025,Text with Client,0.1,24CR447110-910
6/23/2025,Conference with DA,0.4,25CR275519-910
6/23/2025,Telephone Call,0.3,25CR275519-910
6/23/2025,Create File/Intake,0.3,25CR339688-910
6/23/2025,Create File/Intake,0.3,25CR338740-910
6/23/2025,Court,0.5,24CR037371-910
6/23/2025,Court,0.5,24CR039511-910
6/23/2025,Court,0.5,24CR322199-910
6/23/2025,Court,0.5,21CR000635-910
6/23/2025,Court,0.5,24CR330919-910
6/23/2025,Court,0.4,25CR252057-910
6/23/2025,Court,0.4,24CR445687-910
6/23/2025,Court,0.4,24CR465679-910
6/23/2025,Court,0.4,25CR252201-910
6/23/2025,Court,0.5,25CR319687-910
6/23/2025,Court,0.5,24CR057118-910
6/23/2025,Court,0.5,24CR052726-910
6/23/2025,Review file for Court,0.3,25CR214384-910
6/23/2025,Review file for Court,0.2,25CR336121-910
6/23/2025,Review file for Court,0.2,24CR437954-910
6/23/2025,Review file for Court,0.2,25CR008865-910
6/23/2025,Review file for Court,0.2,24CR059811-910
6/23/2025,Review file for Court,0.3,25CR325553-910
6/23/2025,Review file for Court,0.3,23CR484096-910
6/23/2025,Review file for Court,0.2,25CR242275-910
6/23/2025,Review file for Court,0.3,22CR203684-910
6/23/2025,Conference with DA,0.2,22CR203684-910
6/23/2025,Review file for Court,0.3,21CR210240-910
6/23/2025,Review file for Court,0.2,23CR395741-910
6/23/2025,Review file for Court,0.3,17CR004626-910
6/23/2025,Review file for Court,0.3,25CR232649-910
6/23/2025,Review file for Court,0.3,25CR212936-910
6/23/2025,Review file for Court,0.2,23CR435720
6/23/2025,Review file for Court,0.2,24CR431141-910
6/23/2025,Review file for Court,0.2,25CR240285-910
6/23/2025,Text with Client,0.1,25CR240285-910
6/23/2025,Review file for Court,0.2,25325608-910
6/23/2025,Review file for Court,0.2,25CR249289-910
6/24/2025,Telephone Call,0.5,25CR310267-910
6/24/2025,Text with Client,0.6,25CR310267-910
6/24/2025,Text with Client,0.3,25CR252201-910
6/24/2025,Court,0.6,25CR214384-910
6/24/2025,TEXT,0.1,25CR214384-910
6/24/2025,Telephone Call with Client,0.2,25CR214384-910
6/24/2025,Court,0.6,25CR325553-910
6/24/2025,Court,0.6,23CR484096-910
6/24/2025,Court,0.6,25CR242275-910
6/24/2025,Court,0.6,22CR203684-910
6/24/2025,Court,0.6,21CR210240-910
6/24/2025,Court,0.6,23CR395741-910
6/24/2025,Court,0.6,17CR004626-910
6/24/2025,Court,0.6,24CR023767-910
6/24/2025,Court,0.6,24CR431141-910
6/24/2025,Court,0.6,25CR240285-910
6/24/2025,Text with Client,0.4,24CR487401-910
6/24/2025,Review file for Court,0.2,23CR036253-910
6/24/2025,Review file for Court,0.2,25CR008353-910
6/24/2025,CONFERENCE,0.2,23CR265455-910
6/24/2025,Review file for Court,0.2,23CR265455-910
6/24/2025,Review file for Court,0.1,24CR422711-910
6/24/2025,Review file for Court,0.1,24CR012796-910
6/24/2025,Review file for Court,0.2,25CR329340-910
6/24/2025,Review file for Court,0.2,24CR053938-910
6/24/2025,Review file for Court,0.3,25CR329905-910
6/24/2025,Review file for Court,0.2,24CR420248-910
6/24/2025,Review file for Court,0.2,24CR292888-910
6/24/2025,Review file for Court,0.1,24CR346563-910
6/24/2025,Review file for Court,0.2,25CR244218-910
6/24/2025,Review file for Court,0.2,23CR482760
6/24/2025,Review file for Court,0.1,24CR363844-910
6/24/2025,Court,0.6,25325608-910
6/24/2025,Court,0.6,25CR249289-910
6/25/2025,Court,1,24CR247566-910
6/25/2025,Court,1,23CR265455-910
6/25/2025,Telephone Call with Client,0.4,23CR265455-910
6/25/2025,Court,1,25CR202748-910
6/25/2025,Court,1,24CR422711-910
6/25/2025,Court,1,24CR012796-910
6/25/2025,Court,1,25CR329340-910
6/25/2025,Court,1,25CR329905-910
6/25/2025,Court,1,24CR292888-910
6/25/2025,Court,1,24CR346563-910
6/25/2025,Review file for Court,0.2,25CR010839-910
6/25/2025,Review file for Court,0.1,19CR208882-910
6/25/2025,Review file for Court,0.2,23CR357024-910
6/25/2025,Review file for Court,0.2,25CR010484-910
6/25/2025,Review file for Court,0.2,24CR025169-910
6/25/2025,Review file for Court,0.2,24CR048779-910
6/25/2025,Review file for Court,0.2,25CR247640-910
6/25/2025,Review file for Court,0.3,24CR319211-910
6/26/2025,Court,1,25CR010839-910
6/26/2025,Court,1,22CR265714-910
6/26/2025,Review file for Court,0.2,24CR058895-910
6/26/2025,Review file for Court,0.2,24CR049270-910
6/26/2025,Review file for Court,0.2,24CR450296-910
6/26/2025,Review file for Court,0.2,25CR256925-910
